Id,StateAbbr,ClientUno,County,StateName,PostalCode,EthnicIdentity,Age,Gender,MaritalStatus,Veteran,Imprisoned,NumberInHousehold,AnnualIncome,AllowedIncome,CheckingBalance,SavingsBalance,InvestmentsBalance,CreatedUtc
1044,CT,2340DBA7-E1DA-4ACB-B473-8DDADB05A029,New Haven,Connecticut,6046,Caucasian,32,Female,Single,No,No,1,936000,13590,0,NULL,NULL,########
1045,ME,B70B64FE-FB0F-4F96-8499-B93F176DF4BF,Cumberland,Maine,4069,"Caucasian,Native American or Alaska Native",27,Male,Single,No,No,3,32000,51350,-40,NULL,NULL,########
1046,MO,5B8B7424-8439-4837-9CDE-F5D6D92AD679,Clay,Missouri,64118,Latino or Hispanic,25,Female,Divorced or Widowed,No,No,3,57200,51350,1,0,NULL,########
1047,NM,E9DD59A3-48E1-4165-A79D-F48330DBB0EF,Sandoval,New Mexico,87124,Latino or Hispanic,44,Male,Married / remarried,No,No,1,0,13590,NULL,NULL,NULL,########
1048,NY,3832F207-B55D-4E5E-A73C-E4C5D04A12DB,New York,New York,11226,African American,NULL,Female,Separated,NULL,No,2,9000,32470,NULL,NULL,NULL,########
1049,OK,21F90058-DE92-4B47-9431-479762E906FD,Payne,Oklahoma,97070,I'd rather not answer,NULL,I'd rather not answer,Divorced or Widowed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1050,PA,6AC25212-2FEF-4150-ADBD-7314D9BCEEF5,Adams,Pennsylvania,17320,I'd rather not answer,71,Male,Married / remarried,No,No,2,19000,25390,30,NULL,NULL,########
1051,SC,05A75CA8-01F6-4FC7-9E38-744FA247C7ED,Marion,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1052,TN,EBC66FC0-0231-472A-B559-16E2E48586A3,Shelby,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1053,US,65EA8F3D-38A5-4E76-BD6F-15978D3B6AEF,Texas,ABA Federal,75049,Latino or Hispanic,48,Male,Divorced or Widowed,Yes,No,3,3800,37190,NULL,NULL,NULL,########
1054,UT,D2C11E9D-DB72-4C80-869D-5F4B1ABE01F2,Salt Lake,Utah,84121,Caucasian,42,Female,Single,No,No,2,0,25390,NULL,NULL,NULL,########
1055,AL,AF343EA8-D60A-4745-89E5-3545E3750A16,Shelby,Alabama,35115,Caucasian,32,Female,Separated,No,No,4,17000,48990,NULL,NULL,NULL,########
1056,AZ,5D9CC32E-0B74-404D-B2A1-DBF7399D6C3A,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1057,CT,42068167-729E-4E11-8610-2FFCA92039E2,Windham,Connecticut,6281,Caucasian,57,Male,Single,No,No,1,15600,13590,700,NULL,NULL,########
1058,LA,E7AC8CDF-006C-4AF9-A38C-2C31DD480641,Calcasieu Parish,Louisiana,70601,African American,NULL,Male,Single,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1059,MA,2EDC110D-01B9-4503-8817-EA25F7F9B125,Hampden,Massachusetts,1040,Latino or Hispanic,25,Female,Single,No,No,2,15600,25390,NULL,NULL,NULL,########
1060,MO,B101880C-2398-41C4-98FA-B5B20E4155B4,St. Louis,Missouri,63119,Caucasian,67,Male,Divorced or Widowed,No,No,1,35000,13590,8000,NULL,1300000,########
1061,NE,9AD3BCB9-43D3-445C-AAED-B912C0EC0263,Douglas,Nebraska,68122,Caucasian,47,Female,Single,NULL,No,1,24420,13590,300,1000,NULL,########
1062,NJ,C4997C55-0389-4B1A-BFFD-4AD97F206584,Atlantic,New Jersey,8234,Caucasian,56,Male,Single,No,No,4,80000,70230,250,4,NULL,########
1063,SC,0FC93E7B-449C-4DBB-9691-4AF7CD30BD65,Lexington,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1064,SD,A267C08F-2845-4278-AF35-C1DB1C136BFD,Lincoln,South Dakota,57004,Caucasian,59,Female,Married / remarried,No,No,2,17000,25390,300,100,NULL,########
1065,TN,EC8B5CA4-9BAB-4CEA-B162-E476F3D4132F,Putnam,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1066,TX,C5CCC7B6-2BBB-4665-8670-6F0BF38E42BE,Bexar,Texas,78244,Latino or Hispanic,34,Male,Married / remarried,No,No,3,30000,37190,200,NULL,NULL,########
1067,VT,2DF83299-7361-4082-ACFA-ED02CB44FDDC,Caledonia,Vermont,5828,Caucasian,22,Female,Single,No,No,3,43200,37190,20,20,NULL,########
1068,AZ,CD449A1F-B11E-4192-8006-965B14D3F241,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1069,CT,6DB52D3C-A66D-4293-A626-B61B638BC178,New Haven,Connecticut,6708,Caucasian,65,Female,Divorced or Widowed,No,No,1,15576,13590,13,NULL,NULL,########
1070,GA,39538972-4975-4B6C-BCEA-E971BC11E05A,Clarke,Georgia,95678,"Caucasian,Native American or Alaska Native",29,I'd rather not answer,Separated,No,No,1,7800,13590,102,1280,NULL,########
1071,KS,CE737623-9F52-4CA3-8EC5-F592FC8408EE,Dickinson,Kansas,67410,"Caucasian,Latino or Hispanic",28,Male,Single,No,No,4,16800,48990,NULL,NULL,NULL,########
1072,LA,4E263C9C-EA30-4CBC-9A2E-4F7946662E11,Orleans Parish,Louisiana,70113,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1073,MA,CF4672AB-50D8-46DF-B525-186D69F92C84,Worcester,Massachusetts,1005,Caucasian,40,NULL,Separated,No,No,5,24000,60790,200,NULL,NULL,########
1074,SC,E25FB7A9-BE56-4BA1-90B1-699E300A22C6,Horry,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1075,TN,21310403-A00B-4B5A-B623-50314C7BB059,Knox,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1076,US,608746FD-D117-4D41-87EF-6262530ADC30,Michigan,ABA Federal,49829,Caucasian,20,Other,Single,No,No,2,30000,25390,40,200,NULL,########
1077,UT,48EE6375-7D54-4FC3-87B2-04EC361DF3D4,Weber,Utah,84067,Caucasian,34,Female,Married / remarried,No,No,5,11000,60790,NULL,NULL,NULL,########
1078,WY,5D9F1314-84BA-4236-9F40-BA59967402CF,Platte,Wyoming,82201,Caucasian,NULL,Female,Separated,NULL,No,1,14300,13590,40,50,NULL,########
1079,AZ,0B44C5B2-A58D-451F-A584-23546A9F0CE8,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1080,CT,9B90F127-F964-412D-BDF5-B1E79FEBD653,Tolland,Connecticut,6076,I'd rather not answer,38,Female,Divorced or Widowed,No,No,2,22828,25390,30,12,NULL,########
1081,IA,45624EFB-499D-42DB-800E-8EE0E242F798,Linn,Iowa,52404,"Asian,Caucasian",41,Male,I'd rather not answer,No,No,4,42500,48990,150,10,NULL,########
1082,IL,B311579B-DC2B-4DF2-93B7-C10E037DAFE8,Sangamon,Illinois,65804,"Caucasian,Other",26,Female,Married / remarried,No,No,2,12000,27750,0,5,NULL,########
1083,KS,A753EC8D-3E5A-4AE5-9D2B-6168F476F65D,Sedgwick,Kansas,67217,Caucasian,37,Female,I'd rather not answer,No,No,1,12000,13590,NULL,NULL,NULL,########
1084,LA,2229F368-C2C7-41FA-9B4B-AC4340976AED,Calcasieu Parish,Louisiana,70601,African American,27,Female,Single,NULL,No,3,28800,51350,15,16,NULL,########
1085,ME,F188062D-73E1-4831-9ADF-FA39E98A18BC,Lincoln,Maine,4342,Caucasian,28,Female,Married / remarried,No,No,5,7200,89110,200,100,NULL,########
1086,NM,2F890CE3-913C-49C4-9550-9704745E5744,Valencia,New Mexico,87002,Caucasian,70,Female,Divorced or Widowed,No,No,1,348000,13590,94,7200,NULL,########
1087,NY,1760D37F-F219-428D-ACEA-490EA5A86CBF,Kings,New York,10566,African American,NULL,Male,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1088,OK,E920BB3C-2160-45B3-B6F3-182DD05654C5,Tulsa,Oklahoma,74105,Caucasian,NULL,Female,Divorced or Widowed,NULL,No,1,6324,13590,NULL,NULL,NULL,########
1089,PA,C1202AAF-633E-4236-8D26-4978EEB31BCA,Beaver,Pennsylvania,15003,Caucasian,31,Female,Married / remarried,No,No,2,120000,25390,7500,100,NULL,########
1090,SC,5A651587-1127-4F12-A809-F745F447D022,Lexington,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1091,TN,8E453AF5-E494-43EE-AC96-8EE3022AF06D,Dickson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1092,US,19513DB8-FA7A-4B49-A1EC-524245B2913E,Massachusetts,ABA Federal,2127,,73,NULL,NULL,NULL,No,1,20000,13590,0,NULL,NULL,########
1093,VA,7CA424EC-3B94-4529-99EF-D5F91ABB004C,Fluvanna,Virginia,22963,Caucasian,NULL,Female,Married / remarried,NULL,No,2,36400,25390,32,NULL,NULL,########
1094,AR,548A5AC6-FEEA-49AC-891E-D53F25106309,Arkansas,Arkansas,72756,Caucasian,41,Female,Separated,No,No,2,15600,25390,NULL,NULL,NULL,########
1095,AZ,503762BC-61DF-4D44-AB5F-70346837C397,Maricopa,Arizona,,NULL,66,NULL,NULL,NULL,No,1,9000,13590,NULL,NULL,NULL,########
1096,IL,7FA44CFB-D8CF-4561-8FBF-46729593438B,Randolph,Illinois,62286,Caucasian,23,Female,Single,No,No,3,26400,41910,0,NULL,NULL,########
1097,MI,576F93A3-F56E-420D-892D-CB5C2F79182B,Washtenaw,Michigan,48103,Other,40,Male,Married / remarried,No,No,2,73000,23030,6.13,0,NULL,########
1098,MO,F97BBDF2-AE2C-4B33-907B-2917EAC2C6BC,St. Louis,Missouri,63114,African American,61,Female,Single,No,No,3,105840,51350,0,4,NULL,########
1099,NE,6130DDB1-35A2-4B63-81B3-EA85E2E7AD1E,Gage,Nebraska,68443,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1100,NH,FAB0DB9B-103A-43B7-A286-309C577B5965,Strafford,New Hampshire,3820,Caucasian,28,Male,Single,No,No,1,20600,13590,2,0,NULL,########
1101,NJ,E9A65574-0448-42E9-BB57-C59C34EE5C32,Bergen,New Jersey,7662,"Caucasian,Latino or Hispanic",23,Female,Single,No,No,1,25000,13590,1000,2000,NULL,########
1102,NM,71968FF6-BE8D-4B5B-B32E-7812A0EF3EFE,Bernalillo,New Mexico,87121,Latino or Hispanic,42,Male,Married / remarried,NULL,No,3,12000,37190,NULL,NULL,NULL,########
1103,NY,991DE4C4-5219-4BB8-B43C-F5ADE7A4D825,New York,New York,13367,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1104,PA,21B9857F-DC1D-4CE7-9DD6-73463EDD4D3E,Dauphin,Pennsylvania,17113,,NULL,Male,Divorced or Widowed,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1105,SC,77B0EEBB-E781-4FA1-99CA-77EE641C629D,Aiken,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1106,TN,63EDD152-9EF4-4043-8233-0773172786E4,Washington,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1107,TX,33FD4006-1EF6-4607-918E-B84C667D3180,Montgomery,Texas,77304,Caucasian,53,Female,Divorced or Widowed,No,No,2,13416,25390,65,5,NULL,########
1108,US,3C54DA42-C2D6-4E36-B8E7-89D8C17501D6,Tennessee,ABA Federal,37040,"African American,Native American or Alaska Native",NULL,Male,Married / remarried,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1109,VT,C610F36A-44F0-44A0-8F55-BBD1D75940CB,Rutland,Vermont,5733,Caucasian,31,Female,Married / remarried,No,No,5,31200,60790,500,0,NULL,########
1110,AK,EBCEDC9D-61DF-4D07-B1F3-184F0A9A803F,Kenai Peninsula Borough,Alaska,99556,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1111,AR,1FB072D2-AB1F-47B7-9303-95A80D7EA86C,Benton,Arkansas,72712,Caucasian,22,Female,I'd rather not answer,No,No,6,15600,72590,NULL,NULL,NULL,########
1112,AZ,7BF74C70-C188-4789-8D38-57558052BF83,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1113,CA,1E332E86-22C4-4348-B55D-60BD2592DF53,Sacramento,California,95823,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1114,GA,636AF0C2-302C-4410-82F0-5001D1400DF4,Paulding,Georgia,30132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1115,MD,ABDB6CA9-201A-4C27-91ED-943B981B7D4E,Prince George's,Maryland,20743,,35,NULL,NULL,NULL,No,2,1022086,25390,1000,25,NULL,########
1116,MI,CC8E69A1-10CE-4581-8432-B441B52C5651,Kent,Michigan,48458,Caucasian,56,Female,Divorced or Widowed,Yes,No,2,23000,23030,90,5,NULL,########
1117,NE,FFC6A0A5-53DE-4E42-9C0F-451B4B753F70,Jefferson,Nebraska,68352,Caucasian,47,Female,Married / remarried,NULL,No,2,9036,32470,NULL,1,NULL,########
1118,OK,34A0A404-2203-43DB-B86E-10F8474CF000,Oklahoma,Oklahoma,73013,Caucasian,NULL,Female,Single,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1119,PA,2150F653-F521-4851-8C3B-4F635587B577,Delaware,Pennsylvania,19023,Caucasian,34,Female,Married / remarried,No,No,2,68000,25390,187,1164,NULL,########
1120,SC,D7E39A4E-EB3D-4D6D-91F5-5F464CDA2445,Marlboro,South Carolina,,NULL,41,NULL,NULL,NULL,No,1,25000,13590,60,5,NULL,########
1121,TN,B8CF441E-CF35-4B9C-8CCE-219F555E1D9B,Knox,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1122,AK,256E5E51-B4F3-4A50-A86C-37ABA14C59EC,Anchorage Municipality,Alaska,99577,Native American or Alaska Native,52,Male,Separated,Yes,No,3,1248000,46490,6320,100,NULL,########
1123,AL,F48EC7E2-89B4-41EE-A50A-0E07D1E2B367,Etowah,Alabama,35904,Caucasian,NULL,Female,Separated,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1124,AZ,0EBE3F89-D2A1-4F3B-BDAF-F7637EE0065E,Gila,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1125,CT,4B82D591-89AA-468A-B990-92F914FD5A89,New Haven,Connecticut,6514,African American,24,Female,Married / remarried,No,No,3,8320,37190,56,500,NULL,########
1126,GA,FF866220-024A-4CCA-A8B9-B3B0DE90CA2E,Douglas,Georgia,35810,African American,51,Male,Divorced or Widowed,No,No,1,8760,13590,140,NULL,NULL,########
1127,HI,4D618688-66A3-4C74-A745-EC556656C170,Hawaii,Hawaii,96771,,45,NULL,NULL,NULL,No,4,55200,56355,-667,5,NULL,########
1128,MD,8D10856C-81B3-4ACE-B7D3-FEFEEAA197CA,Baltimore city,Maryland,21217,African American,42,Male,Single,No,Yes,1,0,13590,NULL,NULL,NULL,########
1129,ME,8236A180-0EF3-427D-9C1F-6CCEA692C3D2,York,Maine,4062,Caucasian,64,Female,Divorced or Widowed,No,No,1,27000,13590,200,NULL,NULL,########
1130,MS,AD8040EE-8BD1-4557-A21D-3DED8294BA54,Oktibbeha,Mississippi,39759,African American,48,Female,Single,No,Yes,2,14076,25390,NULL,NULL,NULL,########
1131,NM,31C460FC-048C-4401-A979-11F8A20A4ADC,Bernalillo,New Mexico,87112,Latino or Hispanic,NULL,Male,Divorced or Widowed,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1132,OK,F5655305-FD08-416C-95F7-6498D2F2CFAC,Noble,Oklahoma,73061,Caucasian,NULL,Female,Divorced or Widowed,NULL,No,3,11700,37190,0.75,NULL,NULL,########
1133,PA,7178C1C2-40C4-45EE-9954-6EC7CD21D7A6,Schuylkill,Pennsylvania,17901,,30,NULL,NULL,NULL,No,5,60000,60790,500,NULL,NULL,########
1134,SC,70B6F2A7-98C0-4860-AAA5-003D4908D7CD,Dorchester,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1135,TN,28914DE4-794F-4396-BD6C-AC4FC7B46982,Dickson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1136,AL,ACEBDFDF-DB63-4FE5-8572-CAB808D487BD,Morgan,Alabama,35640,Caucasian,69,Male,Married / remarried,Yes,No,2,45000,25390,1600,4500,800,########
1137,AZ,6DAFA7E5-A272-48BB-8F45-D7172D1FA8C0,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1138,CT,FBB39D67-A07E-4212-ADB5-86A77D98C057,New Haven,Connecticut,6484,I'd rather not answer,34,Male,Married / remarried,No,No,4,11160,48990,440,NULL,NULL,########
1139,GA,662357D6-DAD9-4519-9A94-44DCBFB1AEBF,Henry,Georgia,30228,"African American,Native American or Alaska Native",30,Male,Married / remarried,No,No,5,35750,60790,100,500,NULL,########
1140,HI,82A0B8DE-6A90-4FA9-8721-1F75E16E6961,Hawaii,Hawaii,96746,Caucasian,37,Female,Married / remarried,No,No,2,0,29205,NULL,NULL,NULL,########
1141,IA,75D3C945-E44F-48D7-AA94-BD330BA37C14,Cedar,Iowa,52306,Caucasian,29,Female,Single,No,No,2,40000,25390,0.28,NULL,NULL,########
1142,IL,0A107D0C-4484-45AC-B633-826CA026D65C,Peoria,Illinois,61605,Caucasian,33,Male,Single,No,No,1,7956,13590,7,NULL,NULL,########
1143,MA,2EC943DA-E483-4E34-BB99-FC3FAEA9B83B,Middlesex,Massachusetts,1876,,81,NULL,NULL,NULL,No,1,468000,13590,200,NULL,NULL,########
1144,MD,232E5439-524A-4C3C-830E-2446DFF91FBD,Baltimore,Maryland,21239,Caucasian,20,Female,Single,No,No,1,4160,13590,1000,2000,NULL,########
1145,MS,C4526607-4260-45D9-990E-24DC609788E8,Oktibbeha,Mississippi,39759,African American,48,Female,Single,No,No,2,14076,25390,NULL,NULL,NULL,########
1146,NM,53CE0D1A-21AB-4990-9675-0E20D7C54A44,Bernalillo,New Mexico,87123,Latino or Hispanic,55,Male,Married / remarried,Yes,No,1,55000,13590,2.35,NULL,NULL,########
1147,NY,AA04794B-A03D-4E80-9AEA-34A4B2923D8B,Albany,New York,12210,I'd rather not answer,NULL,Female,Single,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1148,SC,94C732BD-4AE8-492C-B632-E0852BDA01F4,Lexington,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1149,TN,8C634EA8-9C1E-4A98-A37B-E290E91B2F69,Clay,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1150,WY,AABEA76F-6098-4201-A72E-AF20E4B5B187,Crook,Wyoming,82729,Caucasian,NULL,Male,Separated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1151,AK,2CD811FA-D5E6-4A2D-B695-1810FDC8A1D5,Nome Census Area,Alaska,99762,Native American or Alaska Native,46,Female,Married / remarried,No,No,4,55000,61240,500,5,NULL,########
1152,AL,BA64C083-184F-48C2-8595-DC7ED4F72DA5,Baldwin,Alabama,36579,Caucasian,17,Female,Single,No,No,4,100000,48990,NULL,NULL,NULL,########
1153,AZ,CD7994D9-9711-4BE9-9FA3-9D7344C2CE27,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1154,CT,895408BF-5465-4E06-9E1D-322740EBAB65,Fairfield,Connecticut,6801,Caucasian,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1155,IL,ABFF1F9E-CD8F-416B-A4C7-C158C67214C3,Cook,Illinois,60478,African American,66,Female,Single,No,No,1,13800,13590,25,NULL,NULL,########
1156,KS,F5E57A55-119C-4FB4-B3D3-D627FC5E6D6B,Reno,Kansas,67502,Caucasian,22,Female,Single,No,No,2,14300,25390,NULL,NULL,NULL,########
1157,LA,F4B115A1-A120-415D-9BCF-7D4845E7A4B6,St. Landry Parish,Louisiana,70535,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1158,MI,CDB1DCA0-C0CB-4425-9BC1-E22B74976E62,Genesee,Michigan,43551,Caucasian,55,Male,Divorced or Widowed,No,No,1,9600,13590,200,NULL,NULL,########
1159,MS,1885FC9C-30D8-4F12-9E82-7084DC57FF11,Rankin,Mississippi,39047,Caucasian,NULL,Male,Separated,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1160,NE,C081E607-386F-4CE4-B4AF-749939C9EEB7,Sarpy,Nebraska,68147,Caucasian,34,Female,Single,NULL,No,3,0,51350,NULL,NULL,NULL,########
1161,NH,FBB3020A-415F-471D-B9B1-C782B8B4E00D,Sullivan,New Hampshire,3743,,34,NULL,NULL,NULL,No,3,33000,51350,800,3000,NULL,########
1162,NM,8A324D14-4C6D-4640-9161-C072AC87D8DE,Bernalillo,New Mexico,87121,Other,NULL,Female,Married / remarried,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1163,NY,F1CD0F56-B536-474E-924F-6B184DA131D5,Monroe,New York,14614,I'd rather not answer,NULL,Male,Married / remarried,NULL,No,5,36400,89110,800,NULL,NULL,########
1164,SC,796A8D60-72FF-4C32-BB01-D9885EF525BB,Richland,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1165,TN,E3E32905-A5D9-40C6-896B-5BF734FED376,Davidson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1166,TX,A1FDD40A-3DB6-4AB4-B618-D796C69EDCD8,Brazoria,Texas,77584,Caucasian,17,Female,I'd rather not answer,No,No,5,50000,60790,NULL,NULL,NULL,########
1167,VA,37B2FDB4-3277-4C99-8F08-FA2BC178B8AE,Prince William,Virginia,20109,Caucasian,NULL,Female,Separated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1168,AK,23D6BBBE-D928-4176-A960-3AD542F28232,Juneau City and Borough,Alaska,99803,I'd rather not answer,38,Male,Married / remarried,No,No,2,14400,31740,NULL,NULL,NULL,########
1169,AZ,0236918B-B82F-4B99-B3AB-3E4E2CCB7F79,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1170,CT,4C1E4114-88A9-4D0F-B195-40EDF0DF5D83,Middlesex,Connecticut,6413,Latino or Hispanic,36,Female,Single,No,No,1,0,13590,1250,NULL,NULL,########
1171,HI,CA9AD410-93AA-48AA-A5BB-D420B6716196,Kauai,Hawaii,96722,I'd rather not answer,73,I'd rather not answer,I'd rather not answer,No,No,8,12000,110655,NULL,NULL,NULL,########
1172,KS,D5F20AC6-0F49-4306-855A-D58ED17515AC,Reno,Kansas,67501,Caucasian,41,Female,Married / remarried,No,No,5,0,60790,NULL,NULL,NULL,########
1173,LA,425F1A4B-4D8A-4FE9-87BD-6AA0C2D24930,Jefferson Parish,Louisiana,70056,African American,NULL,Female,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1174,MA,360B3288-F72F-40C2-8B17-9A4B5B169828,Hampden,Massachusetts,1109,African American,55,Male,Divorced or Widowed,Yes,No,1,6000,13590,60,NULL,NULL,########
1175,ME,2350F724-EB68-4359-A29B-4CD6028930AF,Franklin,Maine,4239,"Caucasian,Other",23,Female,Single,No,No,1,5000,13590,1,NULL,NULL,########
1176,MO,8BE7260F-9667-41A9-AD7F-36191BC9133A,St. Louis,Missouri,63129,Caucasian,35,Male,Single,No,No,1,520000,13590,4600,NULL,NULL,########
1177,MS,90C18DF3-8ABC-49A6-A013-12DE343835C5,Harrison,Mississippi,39507,African American,32,Female,Single,No,No,1,36000,13590,5,NULL,NULL,########
1178,NM,BD8655D6-4379-42BB-807F-28FCC5589267,Santa Fe,New Mexico,87507,,25,Male,NULL,NULL,No,1,18000,13590,556,1000,NULL,########
1179,NY,5125932E-AACC-4FBA-9C21-5738C7CCD019,Queens,New York,11418,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1180,OK,4743AF7A-8257-4FD3-B5C3-6F1887ACEE80,Tulsa,Oklahoma,74434,Caucasian,NULL,Male,Married / remarried,NULL,No,2,22800,25390,500,NULL,NULL,########
1181,PA,A81B6062-9C83-4E7B-A88F-44822B463C1C,Allegheny,Pennsylvania,15224,I'd rather not answer,41,Female,Single,No,No,2,0,25390,0,0,NULL,########
1182,SC,4BD4A255-7963-4E27-9F5B-326190EF7C3A,Spartanburg,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1183,TN,B00526E0-9884-4E6A-8C4E-8AAC6137D7DD,Lincoln,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1184,TX,50A2A621-69AB-48E3-A1E7-F623E361401A,Bexar,Texas,78130,I'd rather not answer,40,Female,Single,No,No,1,0,13590,0,0,NULL,########
1185,AL,F12C7676-1822-4B10-98A7-0A727043F8F5,Lauderdale,Alabama,35209,African,44,Male,Married / remarried,No,No,5,30000,60790,15,NULL,NULL,########
1186,AZ,F9A2B66B-7108-443E-949A-84E8792BB53D,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1187,CA,3FDE5E46-B419-445D-B902-03FE7666DB41,San Francisco,California,94102,Latino or Hispanic,29,Male,Single,No,No,1,0,13590,NULL,NULL,NULL,########
1188,GA,7BA45570-43CF-4CD1-A070-E1A61E1A6957,Meriwether,Georgia,31816,Caucasian,71,Male,Single,Yes,No,1,12000,13590,NULL,200,NULL,########
1189,HI,450FA872-70A3-46AE-B77C-15A4E526814D,Honolulu,Hawaii,96822,Caucasian,60,Male,Married / remarried,No,No,4,50700,56355,800,NULL,NULL,########
1190,KS,2CF57412-A586-4A31-88E6-3368D6EC35DD,Cherokee,Kansas,66725,Latino or Hispanic,25,Female,Married / remarried,No,No,5,80080,60790,NULL,NULL,NULL,########
1191,LA,45D09886-5A9B-41D5-883A-445FE0410EA0,Beauregard Parish,Louisiana,70653,,54,NULL,NULL,NULL,No,3,NULL,51350,500,NULL,NULL,########
1192,MA,872E906F-8096-4E5F-9159-AEE69B513A20,Bristol,Massachusetts,2780,Latino or Hispanic,29,Male,Divorced or Widowed,No,No,4,36000,48990,1800,0,NULL,########
